,SENTENCE,Assessment,Time
5-A,"More detailed studies of inflammatory markers and MMN supplementation are required in order to understand their roles in the aetiology of anaemia in this population of women, particularly in areas of high malarial endemicity.",Useful,93.7367024421692
13-C,Future studies are warranted for replication and should evaluate if this is a causal relationship.,Not useful,4.90022659301758
12-C,"Though consistent with studies of men and non-pregnant women, larger prospective studies that include objective measures of sleep duration, sleep quality, and sleep apnea during pregnancy are needed to confirm our findings.",Useful,9.30376076698303
25-C,Further research is needed relative to the etiology of symptomatic hypocalcemia in the first weeks of life.,Useful,21.1431727409363
24-B,"We note that our study was of limited size however, and that larger studies are needed in diverse global populations.",Useful,652.21412563324
1-B,"Furthermore, the high frequency of gastrointestinal side effects experienced by people with type 2 diabetes suggests that any future role of acarbose, even if subsequent studies confirm safety, will be limited.",Not useful,40.576071023941
21-B,"Although a recent pilot randomized trial [39] found no significant impact of a low glycemic index diet on the offspring weight of overweight/obese mothers, future, larger randomized trials and research with more frequent assessments of diet in pregnancy are needed to untangle the relationship between weight status, time in pregnancy of nutrient exposures, and offspring weight outcomes.",Useful,1.58054351806641
0-A,We plan to explore these issues in future experiments.,Useful,50.8228271007538
17-C,"Although these doses are largely considered safe and potentially beneficial for other outcomes [8,19], confirmation of safety and efficacy in a large randomized trial is needed before making general recommendations.",Useful,36.2135670185089
20-B,This information is critical for the design of future intervention trials targeting obesity prevention in children.,Not useful,220.229043483734
22-B,"Future research with more frequent assessments of offspring weight and, potentially, analysis of growth velocities [51] might better inform how and when nutrient exposures in pregnancy impact growth.",Useful,9.04806590080261
15-A,"Regarding maternal lactation diets, a Cochrane database meta-analysis [99] found some evidence of reduced atopic dermatitis, but suggested that more studies are needed.",Useful,62.0032563209534
16-C,"Our implications for future research and MS prevention and according to the basis of the results of the only longitudinal study of serum 25-hydroxyvitamin D and MS onset [18], and assuming that these results are unbiased and vitamin D is truly protective against MS, over 70% of MS cases in the USA and Europe could be prevented by increasing the serum 25-hydroxyvitamin D concentration of adolescents and young adults to above 100 nmol/L [41,42].",Not useful,22.3186600208282
23-A,"Identifying modifiable, prenatal causes of childhood obesity will inform future interventions targeting pregnancy as a ""teachable moment"" for primary and secondary obesity prevention.",Not useful,286.850699901581
7-A,"In order to achieve Millennium Development Goals, new strategies to address nutritional problems in women of reproductive age are required.",Useful,12.9168341159821
6-C,"However an analysis of the effects of supplementation on broader micronutrient status in this population would have been of interest and is a specified outcome in the main trial, which will be reported elsewhere.",Useful,24.2743120193481
18-A,"Whereas future observational epidemiological studies and genetic and molecular investigations will be useful to strengthen and refine the hypothesis, it might be necessary to do a large randomized trial to establish the safety and efficacy needed to promote large-scale vitamin D supplementation.",Useful,490.566076040268
4-A,"Further research should investigate variables in family relationships, the home, and the extended environment that influence eating.",Useful,97.4631521701813
19-B,We suggest that an international multidisciplinary working group to be set up to oversee the design of future prevention or supplementation studies.,Not useful,23.1195995807648
3-A,"However, few obesity interventions show clinically or statistically significant weight loss beyond the intervention period (100), which suggests that new and more comprehensive interventions are needed.",Not useful,14.4478006362915
9-A,"We speculate that our findings may imply adaptive responses to early life cues predicted by a life-history approach, although confirmation of these predictions requires further studies to assess reproductive fitness.",Useful,9.75055694580078
2-C,"Transplacental transfer occurs [67,81], and until studies demonstrating safety are performed, they should be avoided in pregnancy.",Useful,13.3625915050507
27-A,"However, it will be increasingly important to examine, in larger studies, how additional specific exposures, such as lead as has been done by previous researchers (Pilsner et al. 2009), during intrauterine development affect these epigenetic markers in a more quantitative way.",Useful,7.59625291824341
26-A,Larger studies are needed in diverse populations at various latitudes to further characterize the relationship between vitamin D supplementation and bone mineral content.,Useful,7.55923581123352
10-C,Future studies will elucidate the long term effects of maternal nutrition on offspring reproductive capability and to determine the molecular mechanisms underlying early pubertal onset.,Useful,6.33304405212402
14-C,"Many questions remain and future research will benefit from focused studies aimed at specific exposures and subpopulations, allowing for more detailed analyses by histologic subtypes.",Not useful,472.530199527741
8-B,"Future studies should compare placebo, iron-folate and UNIMMAP supplementation in order to assess the efficacy and effectiveness of pre- or inter-pregnancy supplementation on later maternal anaemia and pregnancy outcome, as well as the impact on broader micronutrient status and other functional outcomes in this vulnerable group.",Useful,1.70111298561096
29-A,"As in our studies, these inconsistent findings point to the existence of complicated pathways for the function of vitamin D in disease processes, or simply that the correct effective dose of vitamin D supplementation needs to be better defined.",Not useful,16.9488837718964
28-B,"A systematic review of the role of vitamin D supplementation in infectious diseases had mixed findings, concluding that more rigorously designed clinical trials are needed (panel) [25].",Not useful,9.28329110145569
11-A,"Though consistent with studies of men and non-pregnant women, larger studies that include objective measures of sleep duration, quality and apnea are needed to obtain more precise estimates of observed associations.",Useful,7.2017867565155
5-B,"More detailed studies of inflammatory markers and MMN supplementation are required in order to understand their roles in the aetiology of anaemia in this population of women, particularly in areas of high malarial endemicity.",Useful,188.063139438629
3-B,"However, few obesity interventions show clinically or statistically significant weight loss beyond the intervention period (100), which suggests that new and more comprehensive interventions are needed.",Useful,155.896614789963
6-B,"However an analysis of the effects of supplementation on broader micronutrient status in this population would have been of interest and is a specified outcome in the main trial, which will be reported elsewhere.",Not useful,11.8781278133392
2-B,"Transplacental transfer occurs [67,81], and until studies demonstrating safety are performed, they should be avoided in pregnancy.",Useful,14.7944016456604
20-A,This information is critical for the design of future intervention trials targeting obesity prevention in children.,Useful,12.2221534252167
15-B,"Regarding maternal lactation diets, a Cochrane database meta-analysis [99] found some evidence of reduced atopic dermatitis, but suggested that more studies are needed.",Not useful,147.856734752655
13-A,Future studies are warranted for replication and should evaluate if this is a causal relationship.,Useful,150.377354621887
29-C,"As in our studies, these inconsistent findings point to the existence of complicated pathways for the function of vitamin D in disease processes, or simply that the correct effective dose of vitamin D supplementation needs to be better defined.",Not useful,41.4903728961945
8-C,"Future studies should compare placebo, iron-folate and UNIMMAP supplementation in order to assess the efficacy and effectiveness of pre- or inter-pregnancy supplementation on later maternal anaemia and pregnancy outcome, as well as the impact on broader micronutrient status and other functional outcomes in this vulnerable group.",Useful,5.19294166564941
9-B,"We speculate that our findings may imply adaptive responses to early life cues predicted by a life-history approach, although confirmation of these predictions requires further studies to assess reproductive fitness.",Useful,39.9685215950012
11-C,"Though consistent with studies of men and non-pregnant women, larger studies that include objective measures of sleep duration, quality and apnea are needed to obtain more precise estimates of observed associations.",Useful,594.477531909943
18-C,"Whereas future observational epidemiological studies and genetic and molecular investigations will be useful to strengthen and refine the hypothesis, it might be necessary to do a large randomized trial to establish the safety and efficacy needed to promote large-scale vitamin D supplementation.",Useful,238.370586633682
1-C,"Furthermore, the high frequency of gastrointestinal side effects experienced by people with type 2 diabetes suggests that any future role of acarbose, even if subsequent studies confirm safety, will be limited.",Useful,158.991839408875
23-B,"Identifying modifiable, prenatal causes of childhood obesity will inform future interventions targeting pregnancy as a ""teachable moment"" for primary and secondary obesity prevention.",Useful,49.3831646442413
27-B,"However, it will be increasingly important to examine, in larger studies, how additional specific exposures, such as lead as has been done by previous researchers (Pilsner et al. 2009), during intrauterine development affect these epigenetic markers in a more quantitative way.",Useful,154.685251951218
19-A,We suggest that an international multidisciplinary working group to be set up to oversee the design of future prevention or supplementation studies.,Useful,8.95886278152466
7-B,"In order to achieve Millennium Development Goals, new strategies to address nutritional problems in women of reproductive age are required.",Useful,11.2330543994904
0-B,We plan to explore these issues in future experiments.,Useful,15.9537279605865
